factor_name,factor_version,timeframe,selected,selection_rank,selection_score,selection_reason,selection_ic,selected_direction,orientation_policy,status
funding_rate_level,1.0.0,5m,false,63,0.23120171693234737,outside_candidate_n,0.0005510923389247819,1,signed_ic_v1,REJECTED
funding_rate_momentum,1.0.0,5m,false,58,0.2407726300785412,outside_candidate_n,0.0020168955569758165,1,signed_ic_v1,REJECTED
funding_rate_zscore,1.0.0,5m,false,69,0.21333566835299617,outside_candidate_n,0.0009662370822715818,1,signed_ic_v1,REJECTED
funding_volatility,1.0.0,5m,false,61,0.23436764061746282,outside_candidate_n,-0.0018263726427852397,-1,signed_ic_v1,REJECTED
garman_klass_volatility,1.0.0,5m,false,37,0.381588670510736,redundant,-0.010366330145642155,-1,signed_ic_v1,REJECTED
historical_volatility,1.0.0,5m,false,34,0.38309073887663037,redundant,-0.010231528620474639,-1,signed_ic_v1,REJECTED
leverage_change,1.0.0,5m,false,54,0.24834732411465263,outside_candidate_n,-0.0016496639089375864,-1,signed_ic_v1,REJECTED
linear_regression_r2,1.0.0,5m,false,60,0.2378828337713695,outside_candidate_n,-0.0015975326532698324,-1,signed_ic_v1,REJECTED
maximum_drawdown,1.0.0,5m,true,28,0.42879289828261413,top_n,0.009761669207896367,1,signed_ic_v1,SELECTED
mean_reversion_score,1.0.0,5m,true,1,0.8358138409053554,top_n,0.042186712863563715,1,signed_ic_v1,SELECTED
momentum,1.0.0,5m,false,15,0.5503100881327411,redundant,-0.02994219590567789,-1,signed_ic_v1,REJECTED
money_flow_index,1.0.0,5m,true,29,0.39670357488702035,top_n,-0.016806510756758472,-1,signed_ic_v1,SELECTED
multi_horizon_momentum,1.0.0,5m,false,7,0.5989518524402218,redundant,-0.037306913055983125,-1,signed_ic_v1,REJECTED
on_balance_volume,1.0.0,5m,false,57,0.24127385111128652,outside_candidate_n,0.000494719097201712,1,signed_ic_v1,REJECTED
open_interest_acceleration,1.0.0,5m,false,72,0.20930433876879762,outside_candidate_n,-0.0060539425287837526,-1,signed_ic_v1,REJECTED
open_interest_funding_divergence,1.0.0,5m,false,71,0.21157621368804444,outside_candidate_n,-0.0020200701240722374,-1,signed_ic_v1,REJECTED
open_interest_intensity,1.0.0,5m,false,36,0.3825341869633797,redundant,0.010531037151333782,1,signed_ic_v1,REJECTED
open_interest_level,1.0.0,5m,false,45,0.2855795472873611,outside_candidate_n,0.004146351453597145,1,signed_ic_v1,REJECTED
open_interest_momentum,1.0.0,5m,false,64,0.22746528306149086,outside_candidate_n,-0.0051655360116249,-1,signed_ic_v1,REJECTED
open_interest_price_divergence,1.0.0,5m,true,2,0.6805562917022853,top_n,0.0259796400874036,1,signed_ic_v1,SELECTED
open_interest_trend,1.0.0,5m,false,59,0.2383512798968206,outside_candidate_n,-0.0033997859638508978,-1,signed_ic_v1,REJECTED
open_interest_volatility,1.0.0,5m,false,53,0.2534278717512227,outside_candidate_n,0.0012091095149116503,1,signed_ic_v1,REJECTED
open_interest_volume_ratio,1.0.0,5m,true,33,0.3840327561655803,top_n,0.010522162610910973,1,signed_ic_v1,SELECTED
open_interest_zscore,1.0.0,5m,false,68,0.217358478215874,outside_candidate_n,-0.0023233766743561085,-1,signed_ic_v1,REJECTED
order_flow_momentum,1.0.0,5m,false,52,0.2587661067199533,outside_candidate_n,-0.0040060166780686145,-1,signed_ic_v1,REJECTED
parkinson_volatility,1.0.0,5m,false,32,0.3848483273472212,redundant,-0.010549799915616305,-1,signed_ic_v1,REJECTED
price_acceleration,1.0.0,5m,true,25,0.4590114214346909,top_n,-0.01956087917334952,-1,signed_ic_v1,SELECTED
price_oscillator,1.0.0,5m,true,22,0.4776879087079433,top_n,-0.01822889778449839,-1,signed_ic_v1,SELECTED
price_volume_trend,1.0.0,5m,false,49,0.26967191941219215,outside_candidate_n,-0.002527201592434881,-1,signed_ic_v1,REJECTED
price_zscore,1.0.0,5m,false,9,0.5611527592741704,redundant,-0.042186712863563715,-1,signed_ic_v1,REJECTED
rate_of_change,1.0.0,5m,false,8,0.5700821422246902,redundant,-0.03449545662970342,-1,signed_ic_v1,REJECTED
recovery_strength,1.0.0,5m,false,17,0.5350990469535805,redundant,-0.03922039486970103,-1,signed_ic_v1,REJECTED
regression_residual,1.0.0,5m,true,6,0.6035449009185798,top_n,-0.04636839350144326,-1,signed_ic_v1,SELECTED
regression_residual_zscore,1.0.0,5m,true,18,0.5326486517163911,top_n,-0.04680963674326907,-1,signed_ic_v1,SELECTED
relative_volume,1.0.0,5m,false,73,0.2034461693750061,outside_candidate_n,-0.000441574244852671,-1,signed_ic_v1,REJECTED
rolling_return_mean,1.0.0,5m,true,14,0.550788296804246,top_n,-0.03005720550342473,-1,signed_ic_v1,SELECTED
rolling_return_median,1.0.0,5m,true,27,0.4362547323071866,top_n,-0.01798839274104851,-1,signed_ic_v1,SELECTED
rsi,1.0.0,5m,true,11,0.5554991874260735,top_n,-0.037450829956692,-1,signed_ic_v1,SELECTED
signed_volume,1.0.0,5m,false,41,0.3129901108990273,outside_candidate_n,0.0040377298614046485,1,signed_ic_v1,REJECTED
sma_distance,1.0.0,5m,false,4,0.6429215510359089,redundant,-0.0444984057171452,-1,signed_ic_v1,REJECTED
stochastic_d,1.0.0,5m,false,26,0.45365558357159885,redundant,-0.024156235296820965,-1,signed_ic_v1,REJECTED
stochastic_k,1.0.0,5m,false,13,0.5540903948221253,redundant,-0.04397075061852517,-1,signed_ic_v1,REJECTED
trade_intensity,1.0.0,5m,false,62,0.23277633817158058,outside_candidate_n,-0.00020161824211002507,-1,signed_ic_v1,REJECTED
trend_angle,1.0.0,5m,false,23,0.46634824167091926,redundant,-0.017286111007243088,-1,signed_ic_v1,REJECTED
trend_persistence,1.0.0,5m,true,30,0.3867215264917364,top_n,-0.016069387067864104,-1,signed_ic_v1,SELECTED
trend_slope,1.0.0,5m,false,24,0.4663482402839896,redundant,-0.01728610998789777,-1,signed_ic_v1,REJECTED
ulcer_index,1.0.0,5m,false,43,0.2958184803509386,outside_candidate_n,-0.004318143809552698,-1,signed_ic_v1,REJECTED
volume_rate_of_change,1.0.0,5m,false,66,0.2209458898678462,outside_candidate_n,0.00036894610063340774,1,signed_ic_v1,REJECTED
volume_trend,1.0.0,5m,false,55,0.2461358750287449,outside_candidate_n,-0.0016949733520486092,-1,signed_ic_v1,REJECTED
volume_zscore,1.0.0,5m,false,70,0.21273181073793312,outside_candidate_n,-0.0006805134087077985,-1,signed_ic_v1,REJECTED
williams_r,1.0.0,5m,true,12,0.5541554336376305,top_n,-0.04397075061852517,-1,signed_ic_v1,SELECTED
