factor_name,factor_version,timeframe,selected,selection_rank,selection_score,selection_reason,selection_ic,selected_direction,orientation_policy,status
ease_of_movement,1.0.0,1h,false,53,0.30255185273561913,outside_candidate_n,0.00022688001256334782,1,signed_ic_v1,REJECTED
efficiency_ratio,1.0.0,1h,false,61,0.2791342795236735,outside_candidate_n,-0.0023859573284034322,-1,signed_ic_v1,REJECTED
ema_distance,1.0.0,1h,true,5,0.6817387480214818,top_n,-0.020074892993265373,-1,signed_ic_v1,SELECTED
funding_acceleration,1.0.0,1h,false,73,0.19704737542492035,outside_candidate_n,-0.0007411453729488222,-1,signed_ic_v1,REJECTED
funding_rate_level,1.0.0,1h,true,19,0.5121886536996737,top_n,0.01545442257607531,1,signed_ic_v1,SELECTED
funding_rate_momentum,1.0.0,1h,false,42,0.38469299139132307,outside_candidate_n,0.00831207095908268,1,signed_ic_v1,REJECTED
funding_rate_zscore,1.0.0,1h,false,63,0.27710954819425815,outside_candidate_n,0.002272721262870682,1,signed_ic_v1,REJECTED
funding_volatility,1.0.0,1h,false,41,0.3916367019693956,outside_candidate_n,-0.01619824721873643,-1,signed_ic_v1,REJECTED
garman_klass_volatility,1.0.0,1h,false,20,0.5085571115474532,redundant,-0.015663759733882104,-1,signed_ic_v1,REJECTED
historical_volatility,1.0.0,1h,true,17,0.554512847740238,top_n,-0.01753024038938201,-1,signed_ic_v1,SELECTED
leverage_change,1.0.0,1h,false,69,0.26003930051039015,outside_candidate_n,-0.003030632899885765,-1,signed_ic_v1,REJECTED
linear_regression_r2,1.0.0,1h,false,65,0.27024483599145044,outside_candidate_n,0.0006261152292637329,1,signed_ic_v1,REJECTED
maximum_drawdown,1.0.0,1h,true,9,0.5911075673115935,top_n,0.014008116049295053,1,signed_ic_v1,SELECTED
mean_reversion_score,1.0.0,1h,true,1,0.7695356518270485,top_n,0.01672811050750287,1,signed_ic_v1,SELECTED
momentum,1.0.0,1h,true,10,0.586383235041486,top_n,-0.014679138344325394,-1,signed_ic_v1,SELECTED
money_flow_index,1.0.0,1h,false,37,0.4061373681736573,outside_top_n,-0.007873302267027451,-1,signed_ic_v1,REJECTED
multi_horizon_momentum,1.0.0,1h,true,7,0.6305822542781889,top_n,-0.016680937663559443,-1,signed_ic_v1,SELECTED
on_balance_volume,1.0.0,1h,false,66,0.26322737175645533,outside_candidate_n,-0.00149234480269362,-1,signed_ic_v1,REJECTED
open_interest_acceleration,1.0.0,1h,false,59,0.28106836173076777,outside_candidate_n,-0.009194543175860487,-1,signed_ic_v1,REJECTED
open_interest_funding_divergence,1.0.0,1h,false,70,0.2566544685205381,outside_candidate_n,-0.004977848585409226,-1,signed_ic_v1,REJECTED
open_interest_intensity,1.0.0,1h,true,2,0.72804319306384,top_n,0.015749952167334977,1,signed_ic_v1,SELECTED
open_interest_level,1.0.0,1h,false,58,0.2812397980089534,outside_candidate_n,-0.0058521394631326235,-1,signed_ic_v1,REJECTED
open_interest_momentum,1.0.0,1h,false,48,0.33703083033236264,outside_candidate_n,-0.011618616901743279,-1,signed_ic_v1,REJECTED
open_interest_price_divergence,1.0.0,1h,false,40,0.3930373488275368,outside_top_n,0.0011332165230877231,1,signed_ic_v1,REJECTED
open_interest_trend,1.0.0,1h,false,46,0.35230004847894375,outside_candidate_n,-0.010422818360620806,-1,signed_ic_v1,REJECTED
open_interest_volatility,1.0.0,1h,false,35,0.4366210932444313,outside_top_n,-0.018040840520398845,-1,signed_ic_v1,REJECTED
open_interest_volume_ratio,1.0.0,1h,false,3,0.7246731872942509,redundant,0.015722546814095725,1,signed_ic_v1,REJECTED
open_interest_zscore,1.0.0,1h,false,54,0.3005683093795805,outside_candidate_n,0.0028484238931521374,1,signed_ic_v1,REJECTED
order_flow_momentum,1.0.0,1h,false,68,0.26202745989453224,outside_candidate_n,-0.00832892909127532,-1,signed_ic_v1,REJECTED
parkinson_volatility,1.0.0,1h,false,18,0.5231619050734341,redundant,-0.016467866135118157,-1,signed_ic_v1,REJECTED
price_acceleration,1.0.0,1h,true,29,0.4867440476763476,top_n,-0.011535812872258749,-1,signed_ic_v1,SELECTED
price_oscillator,1.0.0,1h,true,27,0.49182856746110487,top_n,-0.008005684901998414,-1,signed_ic_v1,SELECTED
price_volume_trend,1.0.0,1h,false,62,0.2790227383136593,outside_candidate_n,-0.0021368632433022908,-1,signed_ic_v1,REJECTED
price_zscore,1.0.0,1h,false,15,0.5581037356650079,redundant,-0.01672811050750287,-1,signed_ic_v1,REJECTED
rate_of_change,1.0.0,1h,true,12,0.5809542115632766,top_n,-0.016473106470606156,-1,signed_ic_v1,SELECTED
recovery_strength,1.0.0,1h,false,21,0.5064608430661027,redundant,-0.013883035360283642,-1,signed_ic_v1,REJECTED
regression_residual,1.0.0,1h,true,8,0.5939448965392866,top_n,-0.019335467633302156,-1,signed_ic_v1,SELECTED
regression_residual_zscore,1.0.0,1h,true,26,0.49961592154539813,top_n,-0.017642856865090765,-1,signed_ic_v1,SELECTED
relative_volume,1.0.0,1h,false,47,0.3413088074299539,outside_candidate_n,-0.0120940398130812,-1,signed_ic_v1,REJECTED
rolling_return_mean,1.0.0,1h,false,11,0.5821752933614556,redundant,-0.014833561391769473,-1,signed_ic_v1,REJECTED
rolling_return_median,1.0.0,1h,false,44,0.374554370022047,outside_candidate_n,-0.004213689554353582,-1,signed_ic_v1,REJECTED
rsi,1.0.0,1h,true,13,0.5698251827497004,top_n,-0.01616248495692411,-1,signed_ic_v1,SELECTED
signed_volume,1.0.0,1h,true,14,0.5678273671335113,top_n,0.01656487080030354,1,signed_ic_v1,SELECTED
sma_distance,1.0.0,1h,false,6,0.64662234510721,redundant,-0.018234127937569115,-1,signed_ic_v1,REJECTED
stochastic_d,1.0.0,1h,false,36,0.40807073405663286,redundant,-0.006259973483591435,-1,signed_ic_v1,REJECTED
stochastic_k,1.0.0,1h,true,24,0.4999734404739841,top_n,-0.015269685773226816,-1,signed_ic_v1,SELECTED
trade_intensity,1.0.0,1h,false,45,0.3716934534366652,outside_candidate_n,-0.013027686949015344,-1,signed_ic_v1,REJECTED
trend_angle,1.0.0,1h,false,32,0.455627507649629,redundant,-0.006943671065700759,-1,signed_ic_v1,REJECTED
trend_persistence,1.0.0,1h,false,43,0.3802895955369612,outside_candidate_n,-0.006481321148173641,-1,signed_ic_v1,REJECTED
trend_slope,1.0.0,1h,true,31,0.45563011503279116,top_n,-0.00694383193423956,-1,signed_ic_v1,SELECTED
ulcer_index,1.0.0,1h,false,49,0.32709988292089986,outside_candidate_n,-0.006111287679363772,-1,signed_ic_v1,REJECTED
volume_rate_of_change,1.0.0,1h,true,34,0.437674687515859,top_n,-0.016439087504294327,-1,signed_ic_v1,SELECTED
volume_trend,1.0.0,1h,false,55,0.3005472391774477,outside_candidate_n,-0.0024469821754937206,-1,signed_ic_v1,REJECTED
volume_zscore,1.0.0,1h,false,57,0.287970704494528,outside_candidate_n,-0.006530340994317249,-1,signed_ic_v1,REJECTED
williams_r,1.0.0,1h,false,25,0.49995971097584935,redundant,-0.015269685773226816,-1,signed_ic_v1,REJECTED
